feature,mean_importance
g-464,0.0016883785230375143
g-637,0.001687404476870843
g-614,0.00168414416268323
g-312,0.0016777359626030785
g-588,0.0016772102508460474
g-718,0.0016770437491398134
g-377,0.0016750260634603934
g-25,0.0016749424809247198
g-462,0.001674911231214767
c-46,0.0016742867603538687
g-28,0.0016705168562686345
g-230,0.0016679742468003389
c-61,0.0016668828328896467
c-69,0.001666564691230383
g-559,0.0016665076902023768
g-271,0.0016661529150699917
g-373,0.001665483624779914
g-709,0.0016638621207451059
g-121,0.0016630602412616036
g-483,0.0016608950289409218
g-182,0.0016602291936473163
g-655,0.0016580102042297793
g-264,0.001657660038312394
g-618,0.0016567580775008431
g-161,0.0016546634967229462
g-225,0.0016544594816990776
g-442,0.0016540562848420008
g-663,0.0016539244653299271
g-651,0.001653885226488873
g-562,0.001653471411282111
c-12,0.0016530404972443166
g-22,0.0016527095019715984
g-448,0.0016507812739149801
g-216,0.0016494034395387641
g-301,0.001649366544700453
g-743,0.0016487844045714039
g-218,0.0016444903533945879
g-436,0.001641845705032858
g-183,0.0016410520682547396
c-47,0.0016398645030868517
g-5,0.0016385798242656326
g-361,0.0016381441759530408
g-256,0.0016378401219951863
g-13,0.001637267759963732
g-677,0.0016361340476013916
g-184,0.001635999587113431
g-564,0.0016354497164650479
g-355,0.0016350646360181415
g-321,0.0016340560540357252
g-317,0.0016332488986516758
g-488,0.001632167576051392
c-88,0.0016298811783199436
g-186,0.001627172911468108
g-422,0.001626363199240803
c-52,0.001626356980743326
g-534,0.0016255006461649462
g-401,0.001621793841385779
c-66,0.0016216795515339554
g-533,0.0016214226486481074
g-159,0.001621135389266718
c-22,0.0016180476974640742
g-715,0.0016180395718074815
g-400,0.0016169067704354288
g-572,0.0016145675680951479
g-253,0.0016145442494359204
g-746,0.001612461499089604
g-472,0.0016123654555837842
g-283,0.0016122850370712482
g-150,0.0016109299750908964
g-522,0.001610377788073512
g-168,0.0016101987251995462
g-722,0.0016097568236517483
g-446,0.0016093043874958206
g-19,0.0016066779985045717
g-137,0.0016058934971756858
g-221,0.001605236407071081
g-261,0.001603070108960607
g-733,0.0015985824019310614
g-751,0.001598313289206957
g-742,0.0015977876766984556
g-456,0.0015965333741400026
g-262,0.0015952834370680912
g-729,0.0015932172755980232
g-447,0.0015916244278598676
g-337,0.001590458935277027
g-132,0.001589427498764064
g-567,0.0015878516899334321
g-319,0.0015865951859287434
c-1,0.0015856724674291167
g-380,0.0015828666145599852
g-302,0.0015818386536953155
g-44,0.0015811945736098057
g-517,0.0015804371740706618
g-427,0.0015795083969300178
g-658,0.0015770821720314978
g-384,0.00157683119135137
g-306,0.0015761471694078094
c-85,0.0015759428587179534
g-359,0.0015736329502774907
g-631,0.0015702620098166508
g-694,0.0015695674255642629
g-124,0.0015672509491373742
g-195,0.0015561197777913451
g-437,0.0015545541300928392
c-72,0.0015526474440051335
c-2,0.0015510206738013742
g-536,0.0015498737887920525
g-284,0.0015495412063093955
g-371,0.0015465621762378364
g-519,0.0015462923956821512
g-104,0.0015444998539380283
g-86,0.0015429886028727128
g-696,0.0015423955748180337
g-279,0.0015407774301035013
g-193,0.0015396899584234494
c-71,0.0015396853612380133
cp_time_72,0.0015361945359210099
g-710,0.0015321628933763055
g-285,0.0015280437761795225
g-333,0.0015280274852153555
g-647,0.0015254713151794386
g-520,0.0015233140562957448
g-179,0.00152317728110436
g-131,0.0015227952813431477
g-189,0.0015227584614608662
g-327,0.0015226968954030187
g-768,0.0015212584147187849
c-3,0.0015205775909087112
g-514,0.001519537488086961
g-697,0.001518723881309442
g-389,0.0015184916863947605
g-717,0.0015172295969599556
g-613,0.0015171145203259802
g-415,0.0015146383701820888
g-154,0.0015120687959957126
g-557,0.001511515067528248
g-222,0.0015099994674553589
g-584,0.001508137251740416
g-378,0.0015070153863075057
g-494,0.001506779709960122
g-421,0.001505969030732431
g-242,0.001505925855473984
g-556,0.001505459253046009
g-408,0.0015044220079980064
g-334,0.0015043050841302063
g-475,0.0015020914636045962
g-409,0.001501618712514717
g-204,0.0014994750211830463
g-666,0.0014975900564354063
g_skew,0.0014955745140531288
g-510,0.001495545225203007
g-599,0.0014954285925048777
g-420,0.00149534001982013
g-382,0.0014907072621421257
c_kurtosis,0.0014898798753054923
g-604,0.001488585912933326
g-682,0.0014873967422454678
g-656,0.0014860129317594293
g-633,0.0014848960745030896
g-457,0.001483228663821943
g-760,0.0014826906595866226
g-15,0.0014824360852563232
g-87,0.0014822816325839702
g-518,0.0014816951333415887
g-239,0.0014807461232279747
g-360,0.0014751403950881386
g-109,0.0014618857123857006
g-638,0.0014615139477022847
g-608,0.0014593858903029166
g-374,0.001459230767797262
g-274,0.0014581225907241086
g-255,0.001454948809000235
g-530,0.0014542099433480966
g-549,0.0014528478833403134
g-294,0.001452779364358456
g-10,0.001451298241643798
g-748,0.0014500375612790562
g-461,0.0014496588111652386
g-12,0.0014481209910355017
g-243,0.001447832820375292
g-626,0.0014465455361809727
g-719,0.0014415419801269602
g-209,0.0014414742567439934
g-598,0.0014394305006292553
c-24,0.0014378908614635121
g-645,0.0014374286468881597
g-479,0.0014365492837750133
g-592,0.0014362127317286044
g-325,0.0014346379469290288
g-162,0.0014319900815693322
g-642,0.0014317882093502331
c-58,0.0014275393586623164
g-1,0.0014268038566245284
g-741,0.0014237378893752425
c-28,0.00141913496158927
g-145,0.0014171121697133587
g-539,0.0014131486299915302
g-595,0.0014129012847138038
g-416,0.0014121450615250082
g-707,0.001409177134823667
g-343,0.0014083281136126793
g-531,0.0014008637915455338
g-690,0.001400294224397747
g-430,0.0014001930950116072
g-223,0.0013941340678747056
g-376,0.0013920078218480434
g-438,0.001387273733583317
g-737,0.0013859793444033807
g-358,0.001385674057780779
g-330,0.001382316416156429
g-516,0.0013822702546222785
g-117,0.0013821617223964402
g-621,0.0013790500795959116
g-452,0.0013772604533963163
g-649,0.0013750650845449533
g-550,0.0013734189038265507
g-547,0.0013732694950973148
g-191,0.001371796026066615
g-603,0.0013705173581299963
g-180,0.0013697478074961881
g-107,0.0013690141494816664
g-509,0.00136896925287124
g-310,0.0013679936160036726
g-370,0.0013669879477423894
g-318,0.0013636547066708472
g-125,0.0013633459943366327
g-684,0.0013590040008137694
g-674,0.0013577089113623506
g-143,0.0013565200038313074
g-49,0.0013527717940076955
g-396,0.0013525551792367635
g-213,0.0013501157992390244
g-445,0.0013500661353684673
g-42,0.0013442821292477794
g-695,0.0013420093709841142
g-495,0.0013412054741426976
g-350,0.0013391854866431814
g-490,0.0013356620350431201
g-234,0.0013278497747127873
g-624,0.0013263916211789086
g-56,0.0013249257125045328
g-130,0.0013227990622302383
g-667,0.0013143385838511408
g-31,0.0013124659387641644
g-53,0.0013097501574578399
g-16,0.0013096426799346968
g-275,0.0013088696587266273
g-646,0.0013051059152525367
g-165,0.0013013277945585476
g-78,0.0013002408841671297
g-513,0.001299903539558745
g-612,0.0012990071575490717
g-2,0.001297240971058794
g-587,0.0012951803992493223
g-4,0.0012933037335009793
g-497,0.0012928621903097407
c-41,0.0012862046886203981
g-111,0.0012844869730238835
g-220,0.0012827932530206049
g-545,0.001275771880416372
g-702,0.0012727430444739222
g-272,0.0012693630369984884
g-295,0.0012669454161048119
g-657,0.0012645057894618969
g-205,0.0012515441005386042
g-307,0.0012451343853659
c-74,0.0012309746009142304
g-419,0.0012295193312676371
g-219,0.0012289153715975142
g-526,0.0012286226478259255
g-501,0.0012212752101062021
g-393,0.001220650240316093
g-40,0.0012108481321693179
g-340,0.0012037427285665383
g-691,0.0012033006989172756
g-552,0.0012021324572328187
g-471,0.001201384740716266
c-37,0.0012009576069078294
g-41,0.0011939417436355952
g-523,0.0011863372247502193
g-578,0.0011859134968044214
g-212,0.0011851740605782971
g-413,0.0011752096524241236
g-661,0.0011702835430961022
c-35,0.0011693233310768854
g-368,0.0011689869552221766
g-18,0.0011682144763136297
g-0,0.0011551001631849068
g-45,0.0011482666750556108
g-644,0.001146903115483683
g-156,0.0011445533759217204
g-267,0.0011396844607628987
g-412,0.0011184761656726138
g-435,0.0011174206011656904
g-399,0.0011139456265010464
g-676,0.0011118469739320154
c-56,0.0011083905312493617
g-734,0.0011022734185377554
g-14,0.0010887330562130816
g-474,0.001083583479754148
g-323,0.0010794211947286806
g-286,0.0010768392020849692
g-299,0.0010678096845136954
g-3,0.0010624945234927348
cp_time_48,0.0010414255931391141
g-496,0.0010389582117322747
g-103,0.0010329443705835205
g-581,0.0010179992216755036
cp_dose_D2,0.0009677965149773633
g-383,0.0009029356545764142
